"","Engine.RPM.rpm.","Speed..OBD..km.h.","Speed..GPS..km.h.","Miles.Per.Gallon.Instant..mpg.","Intake.Air.Temperature..C.","Trip.average.MPG.mpg.","Trip.average.KPL.kpl.","Litres.Per.100.Kilometer.Instant..l.100km.","Acceleration.Sensor.Total..g.","Horsepower..At.the.wheels..hp.","Average.trip.speed.whilst.moving.only..km.h.","Trip.Time.Since.journey.start..s.","Distance.to.empty..Estimated..km.","Fuel.Remaining..Calculated.from.vehicle.profile....","Fuel.used..trip..l.","Average.trip.speed.whilst.stopped.or.moving..km.h.","Miles.Per.Gallon.Long.Term.Average..mpg.","Kilometers.Per.Litre.Long.Term.Average..kpl.","Litres.Per.100.Kilometer.Long.Term.Average..l.100km."
"127",1252.5,28,"12.31200027",37.74804306,40,"36.79678726","13.02606297","7.48330164",0.025329,"2.43379045","16.58103943",638,"232.39648438","46.57610703","0.23556128","15.76162815",21.69007111,7.67828512,13.02347088
"128",1264.5,29,"14.32800007",119.22951508,40,"36.73668671","13.00478745","2.36921191",0.05457841,"4.11739111","16.76506042",643,"232.51603699","46.57556915","0.2359117","15.94842434",21.69635391,7.68050909,13.01970005
"129",1018.5,13,"19.18799973",93.21843719,40,"36.99342346","13.09567165","3.03030181",0.04048946,"1.36128521","16.78143692",648,"232.52360535","46.57536316","0.23604423","15.96866131",21.7226963,7.68983459,13.00391102
"130",1149,15,"18.61199951",43.81014633,40,"36.95197678","13.08100033","6.44782114",0.0868469,"1.33146656","16.74117661",653,"232.81732178","46.57281876","0.2376996","15.94397736",21.72494698,7.69063091,13.00256348
"131",838.75,7,"18.61199951",58.85300827,41,"37.05063248","13.11592388","4.79975462",-0.0454981,NA,"16.73020554",658,"232.81005859","46.57136917","0.2386425","15.93575382",21.73861122,7.69546843,12.99439049
"132",1377.75,13,"18.61199951",46.6092186,41,"37.09000778","13.12986279","6.06060362",0.09515385,"6.37516975","16.56609154",663,"233.00941467","46.57046127","0.23923157","15.79452038",21.75311852,7.70060396,12.98572445
"133",878.75,11,"18.61199951",54.90803528,41,"37.1692009","13.157897","5.1446023",-0.10321695,"2.44401717","16.54727745",668,"233.10549927","46.57007599","0.23948117","15.77868843",21.76530838,7.70491886,12.97845173
"134",639.5,10,"18.61199951",35.72393799,41,"37.19473648","13.16693687","7.90730238",-0.10321695,NA,"16.43258476",673,"233.31105042","46.56838608","0.24057971","15.6836462",21.77309036,7.70767403,12.97381306
"135",984.25,13,"18.61199951",29.2041378,42,"37.0448494","13.11387634","9.6726017",-0.01638218,"1.44592321","16.4285717",678,"233.2406311","46.5627861","0.24422015","15.68181801",21.77186584,7.70724058,12.97454166
"136",1351.75,18,"18.61199951",78.60368347,42,"37.21722794","13.1748991","3.59372473",0.02643378,"7.78097725","16.41111183",683,"233.30792236","46.55989075","0.24610274","15.67108727",21.7976265,7.71635962,12.95920944
"137",932.75,8,"18.61199951",74.80027771,42,"37.37992477","13.2324934","3.77645659",0.17062286,NA,"16.41436386",688,"233.5295105","46.55952072","0.24634181","15.67810059",21.81707001,7.72324228,12.94766045
"138",1112.75,16,"18.61199951",9.50888062,42,"37.19389343","13.16663742","29.7069664",0.17062286,"2.3365078","16.33514977",693,"233.72543335","46.55699158","0.24798641","15.61197948",21.81258965,7.7216568,12.95031929
"139",961.25,9,"18.61199951",24.20152473,42,"37.13837051","13.14698219","11.6719923",0.10014413,"2.58396411","16.33423996",698,"233.65724182","46.55303192","0.2505604","15.61298656",21.81346512,7.72196674,12.94979954
"140",1178,16,"18.61199951",65.50306702,42,"37.16086197","13.15494442","4.31246996",0.05747874,"3.63578963","16.25469208",703,"233.63240051","46.55226135","0.2510623","15.54615402",21.82663155,7.72662735,12.94198799
"141",1049.5,13,"18.61199951",66.48913574,42,"37.28461075","13.19875145","4.2485137",0.01354452,NA,"16.25401115",708,"233.80206299","46.55191803","0.25128439","15.54731464",21.84297943,7.73241472,12.93230152
"142",928.25,12,"0",23.23032188,42,"37.34812927","13.22123814","12.15996933",0.01354452,"1.88134396","16.19576645",713,"234.08805847","46.55015182","0.25243175","15.49873447",21.85416031,7.73637295,12.92568493
"143",906.25,12,"0",18.29434776,42,"37.28115082","13.19752789","15.440835",-0.01821222,"0.75580919","16.16315842",718,"234.1489563","46.54787064","0.25391656","15.4710331",21.85961342,7.73830318,12.92246056
"144",1184.25,15,"0",30.03638077,42,"37.18579483","13.16377068","9.40459538",-0.0231874,"3.06625509","16.109375",723,"234.17362976","46.54394913","0.25646541","15.42643356",21.86804771,7.74128914,12.91747665
"145",882,11,"0",44.42162323,42,"37.27481079","13.19528294","6.35906553",0.06339724,"0.98129338","16.106493",728,"234.31799316","46.54305649","0.25704381","15.42537308",21.88718796,7.74806452,12.90618038
"146",1115.25,7,"2.59200001",47.41939926,42,"37.31604767","13.20988083","5.95705557",0.00159111,"0.71111107","16.04639244",733,"234.40107727","46.54206085","0.25769162","15.37283993",21.89650345,7.75136232,12.90069008
"147",751,4,"0",4.40001631,42,"37.16669846","13.15701199","64.19976044",0.09932011,NA,"15.98974323",738,"234.54096985","46.5412674","0.2582083","15.32186699",21.89424324,7.75056219,12.90202141
"148",0,0,"0",35.13346481,43,"37.08576965","13.12836266","8.04019833",0.02152536,NA,"15.92346954",743,"234.45587158","46.54020691","0.25889754","15.18734837",21.89800072,7.75189209,12.89980793
"149",898.75,5,"0",0,43,"37.07172775","13.12339211",NA,0.06370642,NA,"15.92346954",748,"234.50215149","46.5399437","0.25906804","15.113801",21.89724159,7.75162315,12.9002552
"150",689.5,0,"0",19.9467411,43,"36.88281631","13.0565176","14.16171169",0.02402236,NA,"15.85786819",753,"234.41540527","46.53566742","0.2618469","14.94736862",21.89082527,7.74935246,12.90403557
"151",714,2,"0",0,43,"36.86907196","13.051651",NA,0.0111809,"0.08947714","15.85786819",758,"234.39703369","46.53432465","0.2627193","14.91169453",21.89006805,7.749084,12.90448284
"152",707.5,1,"0",10.51613808,44,"36.76652908","13.0153513","26.86157036",0.04387806,NA,"15.64750004",763,"234.3881073","46.53335953","0.26334664","14.72705841",21.88593483,7.74762106,12.90691948
"153",956.5,13,"0",3.41001248,44,"36.50005341","12.92101955","82.83840942",0.15931343,"6.68133545","15.59452724",768,"234.22605896","46.52601624","0.2681199","14.68149853",21.87168121,7.74257517,12.91533089
"154",1021,7,"0",29.30563927,44,"36.51037979","12.92467499","9.63910007",0.0650796,NA,"15.54187202",773,"234.29148865","46.52305984","0.27004123","14.64037132",21.88858032,7.74855709,12.90536022
"155",977,2,"0",27.18870926,44,"36.47493744","12.91212749","10.38960648",0.02935044,NA,"15.51597023",778,"234.31860352","46.52272415","0.27025947","14.61805534",21.89050102,7.74923754,12.90422726
"156",719.25,1,"0",9.31248379,45,"36.37204742","12.87570572","30.33347511",0.02301685,NA,"15.32929802",783,"234.31860352","46.52272415","0.27025947","14.45433807",21.88594246,7.74762392,12.90691471
"157",674.5,0,"0",5.60098696,45,"36.25593185","12.83459949","50.43396759",0.02522042,NA,"15.32929802",787,"234.2857666","46.52181244","0.2708537","14.42141247",21.88004303,7.7455349,12.91039562
"158",674.5,0,"0",5.60098696,45,"36.25593185","12.83459949","50.43396759",-0.44173717,NA,"15.32929802",792,"234.2857666","46.52181244","0.2708537","14.42141247",21.88004303,7.7455349,12.91039562
"159",677.25,0,"0",0,32,"28.69500351","10.15803146",NA,0.01511139,NA,"9",18,NA,NA,NA,"2.25",26.72909355,9.46209908,10.56825924
"160",677.25,0,"0",0,32,"28.69500351","10.15803146",NA,-0.059106,NA,"9",19,NA,NA,NA,"1.79999995",26.72909355,9.46209908,10.56825924
"161",516,0,"0",0,32,"28.23952675","9.99679279",NA,0.02299486,NA,"9",21,NA,NA,NA,"1.5",26.72328186,9.460042,10.57055759
"162",516,0,"0",0,32,"28.23952675","9.99679279",NA,0.03772559,NA,"9",21,NA,NA,NA,"1.5",26.72328186,9.460042,10.57055759
"163",780.25,0,"0",0,32,"27.90334129","9.87778282",NA,0.01557583,NA,"9",22,NA,NA,"0.00044895","1.5",26.71749687,9.45799446,10.57284641
"164",780.25,0,"0",0,32,"27.90334129","9.87778282",NA,0.00018167,NA,"9",23,NA,NA,"0.00044895","1.28571427",26.71749687,9.45799446,10.57284641
"165",780.25,0,"0",0,32,"27.90334129","9.87778282",NA,0.01570648,NA,"9",24,NA,NA,"0.00044895","1.28571427",26.71749687,9.45799446,10.57284641
"166",731.5,5,"0",0,32,"27.63759613","9.78370857",NA,-0.00734218,NA,"7",25,NA,NA,"0.00156607","1.75",26.71174049,9.45595646,10.57512474
"167",731.5,5,"0",0,32,"27.63759613","9.78370857",NA,0.01658989,NA,"7",26,NA,NA,"0.00156607","1.75",26.71174049,9.45595646,10.57512474
"168",817.75,5,"0",15.12003422,32,"25.55133629","9.04517269","18.68249702",-0.00920975,NA,"7",28,NA,NA,"0.00220517","1.75",26.65952682,9.43747234,10.59583759
"169",817.75,4,"0",11.68584919,32,"23.57055092","8.34397507","24.17282486",-0.00823781,NA,"6",28,NA,NA,"0.00247375","2",26.59237862,9.41370201,10.62259197
"170",777.25,0,"0",9.17679596,32,"21.77133179","7.70705175","30.78198624",-0.17512375,NA,"5.25",30,NA,NA,"0.00266871","1.90909088",26.51463127,9.38617992,10.65374088
"171",543.75,0,"0",0,32,"21.65613937","7.66627359",NA,0.01794244,NA,"5.25",30,NA,NA,"0.00306199","1.75",26.50901985,9.38419342,10.65599537
"172",1475,0,"3.56399989",0,32,"21.55301476","7.62976742",NA,0.00151784,NA,"5.25",32,NA,NA,"0.00330277","1.61538458",26.50343323,9.3822155,10.65824127
"173",1001.25,3,"4.57200003",0,32,"21.45971298","7.59673834",NA,-0.00124146,"0.76918668","4.80000019",33,NA,NA,"0.00359151","1.71428573",26.49787521,9.38024712,10.66047764
"174",646.25,5,"4.67999983",7.45638561,32,"20.29276848","7.18364","37.88430786",-0.0591577,"0.76918668","4.83333349",33,NA,NA,"0.00388416","1.93333328",26.41435814,9.35068321,10.69418335
"175",738.75,5,"5.75999975",16.16938019,32,"19.77122879","6.99901485","17.47005844",-0.02530313,"0.72759163","4.85714293",34,NA,NA,"0.00430232","2.125",26.32938194,9.32060146,10.72869873
"176",770.75,6,"6.87599993",11.07004261,32,"19.19114876","6.79366684","25.51751709",0.03677475,"0.72759163","5",35,NA,NA,"0.00470167","2.35294127",26.26332474,9.29721642,10.75568295
"177",1175.25,7,"8.49599934",18.81651878,32,"19.16773415","6.78537798","15.0123415",0.20124891,"1.20863461","5.22222233",37,NA,NA,"0.00497548","2.61111116",26.23122597,9.28585434,10.7688446
"178",1128,9,"10.25999928",24.07240677,32,"19.45624542","6.88751078","11.73459721",-0.14313337,"1.55488515","5.909091",37,NA,NA,"0.00519403","3.25",26.22196007,9.2825737,10.77264977
"179",923.25,8,"8.35199928",19.85560036,32,"19.4784317","6.89536476","14.22671604",0.18619274,"1.55488515","6.08333349",38,NA,NA,"0.00552445","3.47619057",26.19475365,9.27294254,10.78383827
"180",1219.75,9,"9.2159996",15.22133064,32,"19.25437355","6.81604815","18.5581665",-0.14627442,"1.55488515","6.30769253",39,NA,NA,"0.00594799","3.72727275",26.14805794,9.25641251,10.80309677
"181",1350.75,11,"11.15999889",13.3542223,32,"18.95936584","6.71161556","21.15286064",0.02503681,"1.55488515","6.64285707",41,NA,NA,"0.00633562","4.04347849",26.09384727,9.23722172,10.82554054
"182",1574.25,12,"12.81599903",15.68978119,33,"18.80367088","6.65649986","18.004076",0.02697233,"3.08402514","7",41,NA,NA,"0.00685934","4.375",26.04994774,9.22168159,10.84378338
"183",1807,14,"14.50800037",12.54728889,33,"18.23671341","6.45579672","22.51322937",-0.08776798,"3.08402514","7.4375",42,NA,NA,"0.00825008","4.76000023",25.9347496,9.18090153,10.89195061
"184",2037.25,-1,"17.06399918",0,33,"18.2005291","6.44298744",NA,0.03645983,"3.08402514","7.4375",43,NA,NA,"0.00941328","4.53846169",25.92960358,9.17908001,10.89411163
"185",2460.5,20,"20.05200005",12.81754303,33,"17.98521042","6.36676455","22.03854561",0.03894617,"57.56164932","8.17647076",45,NA,NA,"0.01076988","5.11111116",25.87519646,9.1598196,10.91701889
"186",2696.75,22,"23.07599831",27.15759087,33,"18.33799362","6.4916501","10.40151215",-0.01748194,"5.79454231","8.94444466",45,NA,NA,"0.01131527","5.71428585",25.88049507,9.16169548,10.91478348
"187",1867.75,23,"22.7159996",33.54039383,33,"18.90104675","6.69097042","8.42208385",0.0487648,"5.79454231","9.68421078",46,NA,NA,"0.01185712","6.3103447",25.91201782,9.17285442,10.90150547
"188",1513,22,"22.39199829",3.78648424,33,"18.36124039","6.49987888","74.60218048",-0.04600718,"5.79454231","10.30000019",47,NA,NA,"0.01594201","6.83333349",25.82133865,9.14075375,10.93978882
"189",1620.5,24,"23.14799881",23.35640717,33,"18.53348732","6.56085443","12.09432507",0.00939493,"4.27378321","11.5",48,NA,NA,"0.01650763","7.875",25.8112793,9.13719273,10.9440527
"190",1726,26,"24.51599884",23.3539505,33,"18.69417","6.61773586","12.09559822",0.05585309,"4.27378321","12.13043499",50,NA,NA,"0.01724869","8.42424202",25.8012886,9.1336565,10.94828987
"191",1814.5,27,"27.3239994",24.3956604,33,"18.878088","6.68284321","11.57910824",-0.01155023,"6.40149784","12.75",50,NA,NA,"0.01799799","8.97058868",25.79559898,9.13164234,10.95070553
"192",1873,28,"27.25200081",24.09832382,33,"19.04122162","6.74059248","11.72197723",-0.04387446,"6.40149784","13.35999966",51,NA,NA,"0.01866262","9.51428604",25.78875542,9.12921906,10.95361137
"193",1896.75,28,"24.87599945",46.55604553,33,"20.30377197","7.18753529","6.06752539",0.01139554,"2.2813139","13.92307663",53,NA,NA,"0.01975482","10.02777767",25.90648079,9.17089462,10.9038353
"194",1729.5,27,"25.19999886",44.66805649,33,"20.9998951","7.43396282","6.32398224",0.08445667,"2.2813139","14.40740776",54,NA,NA,"0.02011861","10.48648643",25.98122787,9.19735527,10.87246513
"195",1652.25,25,"25.09199905",50.95094681,33,"21.83186913","7.72848129","5.54415607",0.03083413,"2.2813139","14.78571415",54,NA,NA,"0.02047474","10.8684206",26.08031464,9.23243141,10.83115768
"196",1615.25,24,"24.87599945",48.35537338,33,"22.54871941","7.98224688","5.84175014",0.04990051,"2.2813139","15.10344791",55,NA,NA,"0.02084044","11.20512867",26.16835785,9.2635994,10.79471588
"197",1587.25,23,"23.57999992",44.51672745,33,"23.12682533","8.18689632","6.34547949",0.04687213,NA,"15.64516163",57,NA,NA,"0.02117802","11.80487823",26.24059677,9.28917122,10.76499939
"198",4543.75,23,"23.43600082",45.69941711,33,"23.70561028","8.39178562","6.18126059",-0.04039512,NA,"15.875",57,NA,NA,"0.02154292","12.0714283",26.31690598,9.31618404,10.73378468
"199",993.75,20,"21.56399918",10.83271027,33,"23.38378716","8.27786064","26.07657623",-0.05311511,NA,"16",58,NA,NA,"0.02308898","12.2558136",26.25642014,9.2947731,10.75851154
"200",776,16,"15.84000015",47.51893234,33,"24.65008736","8.72613049","5.94457817",0.13836637,NA,"16",60,NA,NA,"0.02355353","12.340909",26.44029427,9.35986423,10.68369389
"201",804.75,11,"11.48400021",31.50214386,33,"24.8094368","8.78254128","8.96700859",0.08336306,NA,"15.85714245",60,NA,NA,"0.02381273","12.31111145",26.45983696,9.36678219,10.67580223
"202",802.25,9,"9.57600021",25.02981377,33,"24.8144455","8.78431416","11.28574181",0.1538565,NA,"15.66666698",61,NA,NA,"0.02404409","12.23913002",26.45433807,9.36483574,10.67802238
"203",791,6,"6.40799952",22.13085747,33,"24.75481033","8.76320267","12.76407814",0.00513834,NA,"15.21052647",63,NA,NA,"0.02430362","12.02083302",26.43777275,9.3589716,10.68471241
"204",1963.25,5,"4.64399958",6.58729982,33,"24.35986519","8.62339211","42.88251877",0.02215361,NA,"14.94871807",63,NA,NA,"0.02496545","11.87755108",26.36200714,9.33215046,10.71542072
"205",739.5,6,"5.36399984",4.76898718,33,"23.94303703","8.47583485","59.23270035",0.01620967,NA,"14.72500038",64,NA,NA,"0.02557176","11.76000023",26.27990532,9.30308628,10.74889755
"206",638.5,8,"3.56399989",8.24029636,33,"23.61589622","8.36002731","34.28032303",0.02346927,NA,"14.56097603",65,NA,NA,"0.0260894","11.68627453",26.21157265,9.27889633,10.77691936
"207",609.25,9,"0",19.67053604,33,"23.40593338","8.2857008","14.36056423",0.00204855,"2.10172725","14.4285717",67,NA,NA,"0.02672369","11.63461494",26.1525898,9.25801659,10.80122471
"208",620.5,9,"2.66400003",21.72813606,33,"23.37303543","8.27405453","13.00065422",-0.03775012,"2.10172725","14.30232525",67,NA,NA,"0.02702173","11.58490562",26.13601875,9.25215054,10.80807304
"209",784.75,9,"5.6880002",10.31240463,33,"23.12187004","8.18514156","27.39225388",0.07904824,"2.10172725","14.18181801",69,NA,NA,"0.02765244","11.5370369",26.07697487,9.23124886,10.83254433
"210",998.75,15,"12.56400013",9.99916744,33,"22.87427139","8.09749222","28.25035286",0.03092033,"7.94014406","14.13043499",69,NA,NA,"0.02828431","11.58928585",26.01720619,9.21009064,10.85743046
"211",1267.5,19,"16.95599937",10.58759403,33,"22.64674187","8.01694584","26.68028259",0.04795214,"7.94014406","14.23404217",71,NA,NA,"0.02931151","11.71929836",25.96006012,9.1898613,10.88133049
"212",1534.5,24,"0",10.69320965,33,"22.42940331","7.94000912","26.41676331",0.02787998,"15.2636652","14.4375",71,NA,NA,"0.03057049","11.93103409",25.90372467,9.16991806,10.90499592
"213",1794.5,27,"25.77599907",11.86312199,33,"22.24072075","7.8732152","23.81160545",-0.01450358,"15.2636652","14.69387722",72,NA,NA,"0.03208174","12.18644047",25.85210419,9.15164471,10.92677021
"214",1865.5,27,"26.67599869",37.56564331,33,"22.5095787","7.96839094","7.51963711",-0.00655251,"7.08143997","14.93999958",74,NA,NA,"0.03259721","12.4333334",25.8950119,9.16683388,10.9086647
"215",1897.75,28,"29.23199844",19.64663887,33,"22.41361237","7.93441868","14.37803173",0.09142661,"7.08143997","15.1960783",74,NA,NA,"0.03443762","12.68852425",25.84980011,9.15082932,10.92774391
"216",1970.5,29,"29.05199814",20.99684334,33,"22.38999939","7.92605972","13.4534502",0.13543461,"4.98936272","15.46153831",75,NA,NA,"0.03545851","12.95161247",25.83221817,9.14460468,10.93518162
"217",2078,31,"29.69999886",21.28377342,33,"22.37186432","7.91964006","13.27208328",-0.04685837,"4.98936272","15.75471687",77,NA,NA,"0.03676596","13.23809528",25.81579781,9.13879204,10.94213772
"218",2273.25,33,"32.47200012",21.43947029,33,"22.35682678","7.91431618","13.17569828",0.01952268,"9.17560959","16.07407379",77,NA,NA,"0.03766213","13.546875",25.80005455,9.13321972,10.94881344
"219",2350.25,35,"33.11999893",21.33851433,33,"22.340662","7.90859461","13.2380352",-0.00822225,"6.09401417","16.7321434",79,NA,NA,"0.03883863","14.18181801",25.78406334,9.12755871,10.95560455
"220",2386.25,35,"33.91199875",24.11759567,33,"22.36842728","7.91842318","11.71261024",-0.02609322,"6.09401417","17.05263138",80,NA,NA,"0.03989082","14.4925375",25.77811241,9.12545204,10.9581337
"221",2307.5,34,"34.88399887",54.93054199,33,"22.86938286","8.0957613","5.14249468",-0.06405415,"6.09401417","17.34482765",80,NA,NA,"0.04025779","14.77941132",25.88185692,9.16217804,10.91420937
"222",1328.75,32,"34.88399887",44.14575577,33,"23.19175148","8.20987988","6.39880323",0.04994091,"6.09401417","17.59321976",81,NA,NA,"0.04082164","15.02898598",25.94662285,9.18510437,10.88696575
"223",889.5,29,"35.35199738",78.14366913,33,"24.3662014","8.62563515","3.61488032",0.00127794,NA,"17.78333282",83,NA,NA,"0.04156942","15.22857189",26.20842934,9.27778435,10.77821159
